old_url,new_url,status,notes
/category/explore-sioux-falls/,/explore-sioux-falls,301,category archive
/category/activities/,/guides,301,category archive
/category/events-in-sioux-falls/,/guides,301,category archive
/category/family-fun/,/guides,301,category archive
/category/featured/,/guides,301,category archive
/category/guardian-expert-advice/,/guides,301,category archive
/category/guardian-expert-advice-2/,/guides,301,category archive
/category/living-in-sioux-falls/,/guides,301,category archive
/category/sioux-falls-in-the-news/,/guides,301,category archive
/category/sioux-falls-stories/,/guides,301,category archive
/category/spotlight-giveaways/,/spotlight-giveaways,301,category archive
/category/uncategorized/,/guides,301,category archive
/category/visiting-sioux-falls/,/explore-sioux-falls,301,category archive
/category/for-local-businesses/grow-with-sioux-falls-go/,/grow-with-sfg,301,nested category archive
/category/for-local-businesses/guardian-expert-advice/,/guides,301,nested category archive
/category/for-locals/local-spotlights/,/local-spotlights,301,nested category archive
/category/for-local-businesses/marketing-tips-insights/,/marketing-tips-insights,301,nested category archive
/category/for-locals/sioux-falls-stories/,/guides,301,nested category archive
/category/for-locals/community-spotlight/,/community-spotlight,301,nested category archive
/category/for-locals/explore-sioux-falls/,/explore-sioux-falls,301,nested category archive
/directory/,/businesses,301,"WP infrastructure page, not content"
/add-listing/,/get-featured,301,"WP infrastructure page, not content"
/search/,/businesses,301,"WP infrastructure page, not content"
/location/,/businesses,301,"WP infrastructure page, not content"
/register/,/get-featured,301,"WP infrastructure page, not content"
/login/,/,301,"WP infrastructure page, not content"
/account/,/,301,"WP infrastructure page, not content"
/forgot-password/,/,301,"WP infrastructure page, not content"
/reset-password/,/,301,"WP infrastructure page, not content"
/change-password/,/,301,"WP infrastructure page, not content"
/profile/,/,301,"WP infrastructure page, not content"
/users/,/businesses,301,"WP infrastructure page, not content"
/checkout/,/,301,"WP infrastructure page, not content"
/my-invoices/,/,301,"WP infrastructure page, not content"
/payment-confirmation/,/,301,"WP infrastructure page, not content"
/transaction-failed/,/,301,"WP infrastructure page, not content"
/my-subscriptions/,/,301,"WP infrastructure page, not content"
/advertising-dashboard/,/,301,"WP infrastructure page, not content"
/terms-and-conditions/,/terms-of-use,301,"WP infrastructure page, not content"
/blog/,/guides,301,"WP infrastructure page, not content"
/become-a-partner/,/get-featured,301,consolidated into one real partner page
